image_id,label,label_1,label_2,label_3
200601.jpg,,dead_heart,dead_heart,tungro
200602.jpg,,dead_heart,dead_heart,tungro
200603.jpg,,dead_heart,dead_heart,tungro
200604.jpg,,normal,dead_heart,tungro
200605.jpg,,dead_heart,dead_heart,tungro
200606.jpg,,bacterial_leaf_streak,bacterial_leaf_streak,tungro
200607.jpg,,normal,dead_heart,tungro
200608.jpg,,normal,dead_heart,tungro
200609.jpg,,normal,dead_heart,brown_spot
200610.jpg,,blast,dead_heart,brown_spot
200611.jpg,,brown_spot,dead_heart,brown_spot
200612.jpg,,brown_spot,dead_heart,tungro
200613.jpg,,tungro,dead_heart,dead_heart
200614.jpg,,downy_mildew,dead_heart,dead_heart
200615.jpg,,bacterial_leaf_blight,dead_heart,tungro
200616.jpg,,brown_spot,dead_heart,tungro
200617.jpg,,hispa,dead_heart,tungro
200618.jpg,,hispa,dead_heart,brown_spot
200619.jpg,,tungro,dead_heart,dead_heart
200620.jpg,,bacterial_leaf_streak,dead_heart,tungro
200621.jpg,,normal,dead_heart,tungro
200622.jpg,,dead_heart,blast,tungro
200623.jpg,,blast,dead_heart,tungro
200624.jpg,,hispa,dead_heart,tungro
200625.jpg,,hispa,normal,normal
200626.jpg,,normal,dead_heart,normal
200627.jpg,,bacterial_leaf_blight,normal,dead_heart
200628.jpg,,dead_heart,normal,brown_spot
200629.jpg,,tungro,dead_heart,tungro
200630.jpg,,bacterial_leaf_blight,dead_heart,tungro
200631.jpg,,downy_mildew,dead_heart,tungro
200632.jpg,,dead_heart,dead_heart,tungro
200633.jpg,,brown_spot,dead_heart,tungro
200634.jpg,,hispa,normal,normal
200635.jpg,,normal,normal,brown_spot
200636.jpg,,downy_mildew,dead_heart,normal
200637.jpg,,blast,dead_heart,tungro
200638.jpg,,blast,blast,brown_spot
200639.jpg,,blast,blast,tungro
200640.jpg,,dead_heart,dead_heart,tungro
200641.jpg,,blast,dead_heart,tungro
200642.jpg,,dead_heart,dead_heart,dead_heart
200643.jpg,,hispa,dead_heart,dead_heart
200644.jpg,,bacterial_leaf_blight,dead_heart,tungro
200645.jpg,,tungro,dead_heart,tungro
200646.jpg,,tungro,dead_heart,tungro
200647.jpg,,hispa,dead_heart,tungro
200648.jpg,,downy_mildew,dead_heart,tungro
200649.jpg,,hispa,dead_heart,dead_heart
200650.jpg,,dead_heart,dead_heart,tungro
200651.jpg,,bacterial_leaf_blight,dead_heart,tungro
200652.jpg,,brown_spot,bacterial_panicle_blight,brown_spot
200653.jpg,,hispa,dead_heart,tungro
200654.jpg,,blast,normal,normal
200655.jpg,,brown_spot,dead_heart,tungro
200656.jpg,,brown_spot,dead_heart,dead_heart
200657.jpg,,blast,blast,brown_spot
200658.jpg,,dead_heart,blast,tungro
200659.jpg,,hispa,bacterial_panicle_blight,brown_spot
200660.jpg,,dead_heart,dead_heart,tungro
200661.jpg,,blast,dead_heart,tungro
200662.jpg,,downy_mildew,dead_heart,brown_spot
200663.jpg,,downy_mildew,dead_heart,normal
200664.jpg,,brown_spot,dead_heart,tungro
200665.jpg,,downy_mildew,dead_heart,tungro
200666.jpg,,hispa,normal,brown_spot
200667.jpg,,blast,blast,tungro
200668.jpg,,normal,dead_heart,dead_heart
200669.jpg,,tungro,dead_heart,tungro
200670.jpg,,hispa,dead_heart,tungro
200671.jpg,,bacterial_leaf_streak,dead_heart,tungro
200672.jpg,,bacterial_panicle_blight,bacterial_panicle_blight,brown_spot
200673.jpg,,hispa,dead_heart,tungro
200674.jpg,,normal,dead_heart,dead_heart
200675.jpg,,hispa,normal,brown_spot
200676.jpg,,dead_heart,dead_heart,tungro
200677.jpg,,normal,dead_heart,tungro
200678.jpg,,hispa,dead_heart,dead_heart
200679.jpg,,blast,dead_heart,tungro
200680.jpg,,tungro,dead_heart,tungro
200681.jpg,,blast,dead_heart,tungro
200682.jpg,,normal,dead_heart,tungro
200683.jpg,,blast,dead_heart,tungro
200684.jpg,,normal,dead_heart,dead_heart
200685.jpg,,downy_mildew,dead_heart,dead_heart
200686.jpg,,tungro,dead_heart,tungro
200687.jpg,,dead_heart,normal,dead_heart
200688.jpg,,bacterial_leaf_blight,dead_heart,tungro
200689.jpg,,dead_heart,normal,brown_spot
200690.jpg,,brown_spot,dead_heart,tungro
200691.jpg,,dead_heart,dead_heart,tungro
200692.jpg,,dead_heart,dead_heart,tungro
200693.jpg,,blast,dead_heart,tungro
200694.jpg,,brown_spot,dead_heart,tungro
200695.jpg,,blast,blast,tungro
200696.jpg,,normal,dead_heart,dead_heart
200697.jpg,,bacterial_leaf_blight,blast,tungro
200698.jpg,,normal,dead_heart,dead_heart
200699.jpg,,dead_heart,dead_heart,tungro
200700.jpg,,dead_heart,dead_heart,tungro
200701.jpg,,blast,dead_heart,brown_spot
200702.jpg,,tungro,dead_heart,tungro
200703.jpg,,normal,dead_heart,dead_heart
200704.jpg,,bacterial_leaf_blight,dead_heart,tungro
200705.jpg,,hispa,dead_heart,tungro
200706.jpg,,dead_heart,dead_heart,tungro
200707.jpg,,tungro,dead_heart,tungro
200708.jpg,,hispa,dead_heart,dead_heart
200709.jpg,,dead_heart,dead_heart,tungro
200710.jpg,,hispa,dead_heart,tungro
200711.jpg,,normal,dead_heart,tungro
200712.jpg,,hispa,dead_heart,dead_heart
200713.jpg,,hispa,dead_heart,tungro
200714.jpg,,downy_mildew,dead_heart,tungro
200715.jpg,,tungro,dead_heart,tungro
200716.jpg,,brown_spot,dead_heart,brown_spot
200717.jpg,,bacterial_leaf_streak,dead_heart,tungro
200718.jpg,,normal,dead_heart,normal
200719.jpg,,normal,dead_heart,dead_heart
200720.jpg,,dead_heart,dead_heart,tungro
200721.jpg,,downy_mildew,dead_heart,normal
200722.jpg,,brown_spot,dead_heart,dead_heart
200723.jpg,,hispa,dead_heart,dead_heart
200724.jpg,,dead_heart,dead_heart,normal
200725.jpg,,normal,dead_heart,normal
200726.jpg,,dead_heart,blast,tungro
200727.jpg,,tungro,dead_heart,tungro
200728.jpg,,brown_spot,dead_heart,brown_spot
200729.jpg,,blast,blast,tungro
200730.jpg,,bacterial_leaf_streak,dead_heart,tungro
200731.jpg,,tungro,dead_heart,tungro
200732.jpg,,normal,normal,normal
200733.jpg,,blast,blast,normal
200734.jpg,,hispa,dead_heart,brown_spot
200735.jpg,,tungro,dead_heart,tungro
200736.jpg,,blast,dead_heart,tungro
200737.jpg,,hispa,dead_heart,dead_heart
200738.jpg,,dead_heart,dead_heart,tungro
200739.jpg,,downy_mildew,dead_heart,dead_heart
200740.jpg,,normal,dead_heart,tungro
200741.jpg,,dead_heart,dead_heart,tungro
200742.jpg,,dead_heart,dead_heart,tungro
200743.jpg,,bacterial_leaf_blight,dead_heart,tungro
200744.jpg,,blast,dead_heart,tungro
200745.jpg,,downy_mildew,dead_heart,normal
200746.jpg,,normal,dead_heart,dead_heart
200747.jpg,,tungro,dead_heart,tungro
200748.jpg,,downy_mildew,dead_heart,tungro
200749.jpg,,blast,dead_heart,tungro
200750.jpg,,bacterial_leaf_blight,normal,brown_spot
200751.jpg,,bacterial_leaf_streak,dead_heart,tungro
200752.jpg,,bacterial_leaf_blight,dead_heart,tungro
200753.jpg,,downy_mildew,blast,brown_spot
200754.jpg,,brown_spot,dead_heart,tungro
200755.jpg,,bacterial_panicle_blight,dead_heart,tungro
200756.jpg,,bacterial_panicle_blight,dead_heart,tungro
200757.jpg,,normal,dead_heart,tungro
200758.jpg,,bacterial_panicle_blight,tungro,brown_spot
200759.jpg,,blast,dead_heart,tungro
200760.jpg,,downy_mildew,dead_heart,tungro
200761.jpg,,hispa,dead_heart,tungro
200762.jpg,,blast,dead_heart,tungro
200763.jpg,,downy_mildew,dead_heart,dead_heart
200764.jpg,,dead_heart,normal,normal
200765.jpg,,hispa,dead_heart,tungro
200766.jpg,,hispa,dead_heart,dead_heart
200767.jpg,,blast,dead_heart,tungro
200768.jpg,,dead_heart,dead_heart,tungro
200769.jpg,,normal,dead_heart,tungro
200770.jpg,,bacterial_leaf_streak,dead_heart,tungro
200771.jpg,,bacterial_leaf_blight,dead_heart,dead_heart
200772.jpg,,bacterial_panicle_blight,dead_heart,tungro
200773.jpg,,bacterial_leaf_streak,dead_heart,tungro
200774.jpg,,normal,dead_heart,tungro
200775.jpg,,hispa,dead_heart,tungro
200776.jpg,,dead_heart,dead_heart,brown_spot
200777.jpg,,blast,blast,tungro
200778.jpg,,normal,dead_heart,normal
200779.jpg,,normal,dead_heart,tungro
200780.jpg,,blast,blast,tungro
200781.jpg,,bacterial_leaf_streak,dead_heart,brown_spot
200782.jpg,,blast,dead_heart,tungro
200783.jpg,,hispa,dead_heart,brown_spot
200784.jpg,,blast,dead_heart,dead_heart
200785.jpg,,normal,dead_heart,dead_heart
200786.jpg,,bacterial_leaf_blight,dead_heart,tungro
200787.jpg,,tungro,dead_heart,tungro
200788.jpg,,dead_heart,dead_heart,tungro
200789.jpg,,blast,dead_heart,brown_spot
200790.jpg,,normal,dead_heart,normal
200791.jpg,,normal,dead_heart,normal
200792.jpg,,dead_heart,dead_heart,tungro
200793.jpg,,brown_spot,dead_heart,dead_heart
200794.jpg,,tungro,dead_heart,tungro
200795.jpg,,normal,dead_heart,dead_heart
200796.jpg,,normal,dead_heart,tungro
200797.jpg,,normal,dead_heart,dead_heart
200798.jpg,,downy_mildew,dead_heart,brown_spot
200799.jpg,,dead_heart,normal,dead_heart
200800.jpg,,bacterial_leaf_blight,dead_heart,tungro
200801.jpg,,hispa,dead_heart,tungro
200802.jpg,,blast,dead_heart,brown_spot
200803.jpg,,dead_heart,dead_heart,tungro
200804.jpg,,brown_spot,normal,tungro
200805.jpg,,hispa,dead_heart,dead_heart
200806.jpg,,tungro,dead_heart,tungro
200807.jpg,,blast,blast,brown_spot
200808.jpg,,dead_heart,dead_heart,tungro
200809.jpg,,downy_mildew,dead_heart,normal
200810.jpg,,hispa,dead_heart,tungro
200811.jpg,,bacterial_panicle_blight,dead_heart,dead_heart
200812.jpg,,normal,dead_heart,tungro
200813.jpg,,normal,normal,normal
200814.jpg,,normal,dead_heart,dead_heart
200815.jpg,,dead_heart,dead_heart,tungro
200816.jpg,,blast,dead_heart,dead_heart
200817.jpg,,brown_spot,blast,brown_spot
200818.jpg,,blast,dead_heart,tungro
200819.jpg,,brown_spot,dead_heart,dead_heart
200820.jpg,,brown_spot,dead_heart,tungro
200821.jpg,,normal,dead_heart,dead_heart
200822.jpg,,bacterial_leaf_blight,dead_heart,tungro
200823.jpg,,bacterial_panicle_blight,blast,dead_heart
200824.jpg,,bacterial_leaf_blight,dead_heart,tungro
200825.jpg,,tungro,blast,tungro
200826.jpg,,tungro,blast,brown_spot
200827.jpg,,normal,normal,tungro
200828.jpg,,normal,normal,dead_heart
200829.jpg,,blast,dead_heart,tungro
200830.jpg,,blast,dead_heart,tungro
200831.jpg,,bacterial_panicle_blight,normal,brown_spot
200832.jpg,,hispa,dead_heart,tungro
200833.jpg,,blast,blast,blast
200834.jpg,,hispa,dead_heart,tungro
200835.jpg,,normal,dead_heart,dead_heart
200836.jpg,,hispa,dead_heart,tungro
200837.jpg,,brown_spot,dead_heart,tungro
200838.jpg,,tungro,dead_heart,tungro
200839.jpg,,brown_spot,dead_heart,tungro
200840.jpg,,tungro,dead_heart,dead_heart
200841.jpg,,downy_mildew,dead_heart,normal
200842.jpg,,dead_heart,normal,dead_heart
200843.jpg,,hispa,dead_heart,tungro
200844.jpg,,tungro,dead_heart,dead_heart
200845.jpg,,bacterial_leaf_blight,dead_heart,tungro
200846.jpg,,tungro,dead_heart,dead_heart
200847.jpg,,bacterial_panicle_blight,dead_heart,tungro
200848.jpg,,normal,dead_heart,tungro
200849.jpg,,bacterial_panicle_blight,bacterial_panicle_blight,brown_spot
200850.jpg,,dead_heart,dead_heart,tungro
200851.jpg,,brown_spot,blast,tungro
200852.jpg,,normal,dead_heart,dead_heart
200853.jpg,,bacterial_panicle_blight,normal,brown_spot
200854.jpg,,dead_heart,dead_heart,dead_heart
200855.jpg,,dead_heart,normal,dead_heart
200856.jpg,,blast,dead_heart,tungro
200857.jpg,,blast,dead_heart,dead_heart
200858.jpg,,tungro,dead_heart,dead_heart
200859.jpg,,blast,dead_heart,tungro
200860.jpg,,normal,dead_heart,tungro
200861.jpg,,brown_spot,dead_heart,tungro
200862.jpg,,normal,dead_heart,tungro
200863.jpg,,dead_heart,dead_heart,dead_heart
200864.jpg,,bacterial_leaf_blight,dead_heart,tungro
200865.jpg,,tungro,dead_heart,dead_heart
200866.jpg,,tungro,dead_heart,tungro
200867.jpg,,tungro,dead_heart,tungro
200868.jpg,,normal,dead_heart,tungro
200869.jpg,,hispa,normal,brown_spot
200870.jpg,,normal,dead_heart,tungro
200871.jpg,,tungro,dead_heart,tungro
200872.jpg,,bacterial_leaf_blight,dead_heart,dead_heart
200873.jpg,,tungro,dead_heart,tungro
200874.jpg,,bacterial_leaf_streak,dead_heart,tungro
200875.jpg,,normal,dead_heart,tungro
200876.jpg,,brown_spot,dead_heart,dead_heart
200877.jpg,,tungro,dead_heart,dead_heart
200878.jpg,,dead_heart,dead_heart,normal
200879.jpg,,blast,dead_heart,tungro
200880.jpg,,hispa,dead_heart,dead_heart
200881.jpg,,tungro,dead_heart,tungro
200882.jpg,,normal,dead_heart,dead_heart
200883.jpg,,dead_heart,dead_heart,normal
200884.jpg,,brown_spot,normal,tungro
200885.jpg,,hispa,dead_heart,tungro
200886.jpg,,dead_heart,normal,dead_heart
200887.jpg,,dead_heart,dead_heart,tungro
200888.jpg,,brown_spot,dead_heart,tungro
200889.jpg,,downy_mildew,dead_heart,normal
200890.jpg,,blast,dead_heart,brown_spot
200891.jpg,,hispa,dead_heart,tungro
200892.jpg,,normal,dead_heart,tungro
200893.jpg,,blast,dead_heart,dead_heart
200894.jpg,,blast,blast,tungro
200895.jpg,,dead_heart,blast,tungro
200896.jpg,,normal,dead_heart,dead_heart
200897.jpg,,normal,dead_heart,tungro
200898.jpg,,tungro,dead_heart,tungro
200899.jpg,,dead_heart,dead_heart,tungro
200900.jpg,,normal,dead_heart,dead_heart
200901.jpg,,normal,dead_heart,dead_heart
200902.jpg,,hispa,dead_heart,tungro
200903.jpg,,normal,dead_heart,tungro
200904.jpg,,bacterial_panicle_blight,dead_heart,tungro
200905.jpg,,hispa,dead_heart,tungro
200906.jpg,,normal,dead_heart,normal
200907.jpg,,normal,dead_heart,dead_heart
200908.jpg,,dead_heart,dead_heart,brown_spot
200909.jpg,,brown_spot,dead_heart,tungro
200910.jpg,,dead_heart,dead_heart,tungro
200911.jpg,,downy_mildew,bacterial_leaf_streak,tungro
200912.jpg,,dead_heart,dead_heart,tungro
200913.jpg,,dead_heart,dead_heart,tungro
200914.jpg,,tungro,dead_heart,tungro
200915.jpg,,normal,dead_heart,tungro
200916.jpg,,brown_spot,dead_heart,tungro
200917.jpg,,bacterial_leaf_blight,dead_heart,tungro
200918.jpg,,tungro,dead_heart,tungro
200919.jpg,,dead_heart,dead_heart,tungro
200920.jpg,,downy_mildew,dead_heart,tungro
200921.jpg,,normal,dead_heart,tungro
200922.jpg,,blast,dead_heart,tungro
200923.jpg,,normal,dead_heart,dead_heart
200924.jpg,,normal,dead_heart,dead_heart
200925.jpg,,bacterial_leaf_streak,normal,normal
200926.jpg,,blast,dead_heart,tungro
200927.jpg,,tungro,dead_heart,tungro
200928.jpg,,normal,dead_heart,tungro
200929.jpg,,brown_spot,dead_heart,tungro
200930.jpg,,tungro,dead_heart,tungro
200931.jpg,,dead_heart,dead_heart,dead_heart
200932.jpg,,dead_heart,normal,normal
200933.jpg,,dead_heart,dead_heart,tungro
200934.jpg,,blast,blast,tungro
200935.jpg,,brown_spot,blast,tungro
200936.jpg,,blast,blast,tungro
200937.jpg,,normal,dead_heart,tungro
200938.jpg,,blast,dead_heart,tungro
200939.jpg,,blast,blast,dead_heart
200940.jpg,,hispa,normal,dead_heart
200941.jpg,,blast,blast,tungro
200942.jpg,,hispa,dead_heart,tungro
200943.jpg,,hispa,normal,brown_spot
200944.jpg,,dead_heart,dead_heart,tungro
200945.jpg,,dead_heart,dead_heart,tungro
200946.jpg,,downy_mildew,dead_heart,tungro
200947.jpg,,blast,dead_heart,tungro
200948.jpg,,blast,dead_heart,tungro
200949.jpg,,brown_spot,dead_heart,dead_heart
200950.jpg,,blast,dead_heart,tungro
200951.jpg,,hispa,dead_heart,tungro
200952.jpg,,bacterial_leaf_streak,dead_heart,tungro
200953.jpg,,brown_spot,dead_heart,tungro
200954.jpg,,hispa,dead_heart,tungro
200955.jpg,,hispa,dead_heart,dead_heart
200956.jpg,,brown_spot,dead_heart,tungro
200957.jpg,,hispa,hispa,normal
200958.jpg,,tungro,dead_heart,tungro
200959.jpg,,tungro,dead_heart,tungro
200960.jpg,,dead_heart,dead_heart,tungro
200961.jpg,,blast,dead_heart,tungro
200962.jpg,,bacterial_leaf_streak,dead_heart,normal
200963.jpg,,blast,dead_heart,tungro
200964.jpg,,blast,blast,tungro
200965.jpg,,blast,dead_heart,tungro
200966.jpg,,dead_heart,dead_heart,dead_heart
200967.jpg,,bacterial_leaf_streak,dead_heart,tungro
200968.jpg,,blast,blast,tungro
200969.jpg,,blast,dead_heart,tungro
200970.jpg,,bacterial_leaf_blight,dead_heart,dead_heart
200971.jpg,,dead_heart,dead_heart,tungro
200972.jpg,,bacterial_leaf_blight,dead_heart,tungro
200973.jpg,,bacterial_leaf_blight,dead_heart,tungro
200974.jpg,,hispa,dead_heart,brown_spot
200975.jpg,,tungro,dead_heart,tungro
200976.jpg,,normal,dead_heart,tungro
200977.jpg,,normal,dead_heart,tungro
200978.jpg,,bacterial_leaf_blight,dead_heart,brown_spot
200979.jpg,,normal,dead_heart,normal
200980.jpg,,blast,dead_heart,tungro
200981.jpg,,bacterial_panicle_blight,dead_heart,tungro
200982.jpg,,tungro,dead_heart,tungro
200983.jpg,,bacterial_leaf_streak,normal,normal
200984.jpg,,downy_mildew,dead_heart,normal
200985.jpg,,hispa,dead_heart,dead_heart
200986.jpg,,brown_spot,dead_heart,dead_heart
200987.jpg,,brown_spot,dead_heart,tungro
200988.jpg,,brown_spot,dead_heart,tungro
200989.jpg,,hispa,normal,tungro
200990.jpg,,blast,dead_heart,tungro
200991.jpg,,blast,dead_heart,dead_heart
200992.jpg,,normal,dead_heart,tungro
200993.jpg,,tungro,dead_heart,dead_heart
200994.jpg,,hispa,normal,dead_heart
200995.jpg,,brown_spot,dead_heart,brown_spot
200996.jpg,,normal,normal,tungro
200997.jpg,,dead_heart,dead_heart,brown_spot
200998.jpg,,hispa,dead_heart,dead_heart
200999.jpg,,hispa,dead_heart,tungro
201000.jpg,,tungro,dead_heart,dead_heart
201001.jpg,,downy_mildew,normal,dead_heart
201002.jpg,,tungro,dead_heart,tungro
201003.jpg,,tungro,dead_heart,dead_heart
201004.jpg,,normal,dead_heart,tungro
201005.jpg,,bacterial_leaf_blight,normal,brown_spot
201006.jpg,,normal,normal,normal
201007.jpg,,normal,dead_heart,normal
201008.jpg,,dead_heart,normal,dead_heart
201009.jpg,,brown_spot,dead_heart,dead_heart
201010.jpg,,blast,dead_heart,tungro
201011.jpg,,normal,dead_heart,tungro
201012.jpg,,normal,dead_heart,normal
201013.jpg,,normal,dead_heart,dead_heart
201014.jpg,,tungro,dead_heart,tungro
201015.jpg,,normal,dead_heart,dead_heart
201016.jpg,,dead_heart,dead_heart,tungro
201017.jpg,,hispa,dead_heart,tungro
201018.jpg,,downy_mildew,dead_heart,tungro
201019.jpg,,normal,normal,brown_spot
201020.jpg,,downy_mildew,dead_heart,dead_heart
201021.jpg,,hispa,normal,brown_spot
201022.jpg,,dead_heart,blast,tungro
201023.jpg,,tungro,dead_heart,dead_heart
201024.jpg,,blast,dead_heart,tungro
201025.jpg,,blast,dead_heart,tungro
201026.jpg,,downy_mildew,dead_heart,tungro
201027.jpg,,normal,normal,normal
201028.jpg,,tungro,dead_heart,tungro
201029.jpg,,hispa,dead_heart,tungro
201030.jpg,,normal,dead_heart,normal
201031.jpg,,bacterial_leaf_streak,blast,brown_spot
201032.jpg,,downy_mildew,dead_heart,normal
201033.jpg,,normal,dead_heart,normal
201034.jpg,,bacterial_leaf_streak,blast,brown_spot
201035.jpg,,tungro,dead_heart,tungro
201036.jpg,,downy_mildew,dead_heart,dead_heart
201037.jpg,,normal,dead_heart,tungro
201038.jpg,,hispa,dead_heart,normal
201039.jpg,,bacterial_leaf_blight,dead_heart,brown_spot
201040.jpg,,brown_spot,dead_heart,dead_heart
201041.jpg,,dead_heart,dead_heart,brown_spot
201042.jpg,,blast,dead_heart,tungro
201043.jpg,,downy_mildew,dead_heart,dead_heart
201044.jpg,,normal,dead_heart,normal
201045.jpg,,hispa,dead_heart,dead_heart
201046.jpg,,dead_heart,dead_heart,tungro
201047.jpg,,blast,bacterial_panicle_blight,brown_spot
201048.jpg,,hispa,dead_heart,tungro
201049.jpg,,tungro,blast,tungro
201050.jpg,,normal,dead_heart,dead_heart
201051.jpg,,brown_spot,dead_heart,tungro
201052.jpg,,brown_spot,dead_heart,dead_heart
201053.jpg,,normal,normal,brown_spot
201054.jpg,,tungro,dead_heart,tungro
201055.jpg,,hispa,dead_heart,dead_heart
201056.jpg,,hispa,dead_heart,dead_heart
201057.jpg,,downy_mildew,dead_heart,tungro
201058.jpg,,hispa,dead_heart,normal
201059.jpg,,bacterial_leaf_blight,dead_heart,tungro
201060.jpg,,bacterial_leaf_blight,dead_heart,tungro
201061.jpg,,bacterial_leaf_streak,dead_heart,tungro
201062.jpg,,hispa,dead_heart,tungro
201063.jpg,,normal,dead_heart,tungro
201064.jpg,,normal,dead_heart,dead_heart
201065.jpg,,blast,dead_heart,tungro
201066.jpg,,dead_heart,dead_heart,tungro
201067.jpg,,normal,dead_heart,dead_heart
201068.jpg,,tungro,dead_heart,tungro
201069.jpg,,normal,normal,dead_heart
201070.jpg,,hispa,dead_heart,tungro
201071.jpg,,bacterial_panicle_blight,dead_heart,normal
201072.jpg,,downy_mildew,dead_heart,tungro
201073.jpg,,blast,dead_heart,tungro
201074.jpg,,hispa,dead_heart,tungro
201075.jpg,,bacterial_leaf_blight,dead_heart,tungro
201076.jpg,,tungro,normal,tungro
201077.jpg,,tungro,dead_heart,tungro
201078.jpg,,downy_mildew,dead_heart,dead_heart
201079.jpg,,bacterial_leaf_streak,dead_heart,tungro
201080.jpg,,blast,dead_heart,dead_heart
201081.jpg,,brown_spot,dead_heart,tungro
201082.jpg,,hispa,dead_heart,dead_heart
201083.jpg,,blast,dead_heart,tungro
201084.jpg,,hispa,normal,normal
201085.jpg,,tungro,dead_heart,tungro
201086.jpg,,dead_heart,dead_heart,tungro
201087.jpg,,dead_heart,dead_heart,tungro
201088.jpg,,blast,dead_heart,tungro
201089.jpg,,blast,dead_heart,tungro
201090.jpg,,bacterial_leaf_blight,dead_heart,tungro
201091.jpg,,normal,dead_heart,dead_heart
201092.jpg,,blast,blast,brown_spot
201093.jpg,,normal,dead_heart,dead_heart
201094.jpg,,blast,dead_heart,tungro
201095.jpg,,blast,dead_heart,tungro
201096.jpg,,dead_heart,dead_heart,tungro
201097.jpg,,blast,dead_heart,tungro
201098.jpg,,downy_mildew,dead_heart,normal
201099.jpg,,brown_spot,dead_heart,dead_heart
201100.jpg,,tungro,dead_heart,tungro
201101.jpg,,dead_heart,dead_heart,dead_heart
201102.jpg,,dead_heart,dead_heart,tungro
201103.jpg,,blast,dead_heart,dead_heart
201104.jpg,,downy_mildew,dead_heart,tungro
201105.jpg,,bacterial_panicle_blight,dead_heart,brown_spot
201106.jpg,,bacterial_leaf_streak,dead_heart,tungro
201107.jpg,,bacterial_leaf_streak,dead_heart,normal
201108.jpg,,blast,dead_heart,brown_spot
201109.jpg,,brown_spot,dead_heart,tungro
201110.jpg,,hispa,dead_heart,dead_heart
201111.jpg,,blast,blast,tungro
201112.jpg,,brown_spot,dead_heart,tungro
201113.jpg,,hispa,dead_heart,tungro
201114.jpg,,brown_spot,dead_heart,tungro
201115.jpg,,downy_mildew,dead_heart,normal
201116.jpg,,normal,dead_heart,tungro
201117.jpg,,downy_mildew,dead_heart,normal
201118.jpg,,blast,dead_heart,brown_spot
201119.jpg,,blast,dead_heart,dead_heart
201120.jpg,,blast,blast,brown_spot
201121.jpg,,bacterial_leaf_blight,dead_heart,tungro
201122.jpg,,normal,dead_heart,tungro
201123.jpg,,tungro,dead_heart,tungro
201124.jpg,,normal,dead_heart,tungro
201125.jpg,,tungro,dead_heart,brown_spot
201126.jpg,,bacterial_panicle_blight,dead_heart,tungro
201127.jpg,,normal,dead_heart,normal
201128.jpg,,tungro,dead_heart,tungro
201129.jpg,,blast,dead_heart,tungro
201130.jpg,,hispa,dead_heart,tungro
201131.jpg,,brown_spot,dead_heart,tungro
201132.jpg,,brown_spot,dead_heart,tungro
201133.jpg,,hispa,dead_heart,tungro
201134.jpg,,bacterial_panicle_blight,dead_heart,tungro
201135.jpg,,blast,normal,normal
201136.jpg,,dead_heart,dead_heart,tungro
201137.jpg,,brown_spot,dead_heart,dead_heart
201138.jpg,,brown_spot,blast,tungro
201139.jpg,,brown_spot,dead_heart,brown_spot
201140.jpg,,normal,dead_heart,tungro
201141.jpg,,brown_spot,dead_heart,dead_heart
201142.jpg,,normal,dead_heart,tungro
201143.jpg,,bacterial_leaf_blight,dead_heart,tungro
201144.jpg,,tungro,dead_heart,tungro
201145.jpg,,blast,dead_heart,tungro
201146.jpg,,normal,normal,normal
201147.jpg,,bacterial_panicle_blight,dead_heart,tungro
201148.jpg,,bacterial_leaf_blight,dead_heart,dead_heart
201149.jpg,,tungro,dead_heart,dead_heart
201150.jpg,,hispa,dead_heart,tungro
201151.jpg,,blast,dead_heart,tungro
201152.jpg,,blast,dead_heart,tungro
201153.jpg,,brown_spot,dead_heart,tungro
201154.jpg,,dead_heart,dead_heart,tungro
201155.jpg,,dead_heart,normal,dead_heart
201156.jpg,,downy_mildew,dead_heart,tungro
201157.jpg,,blast,dead_heart,dead_heart
201158.jpg,,normal,dead_heart,normal
201159.jpg,,blast,dead_heart,tungro
201160.jpg,,hispa,normal,brown_spot
201161.jpg,,tungro,dead_heart,tungro
201162.jpg,,normal,normal,normal
201163.jpg,,hispa,dead_heart,dead_heart
201164.jpg,,blast,dead_heart,tungro
201165.jpg,,blast,dead_heart,tungro
201166.jpg,,dead_heart,normal,brown_spot
201167.jpg,,blast,dead_heart,tungro
201168.jpg,,tungro,dead_heart,tungro
201169.jpg,,bacterial_leaf_streak,dead_heart,tungro
201170.jpg,,normal,dead_heart,tungro
201171.jpg,,tungro,dead_heart,tungro
201172.jpg,,tungro,dead_heart,tungro
201173.jpg,,hispa,dead_heart,tungro
201174.jpg,,hispa,dead_heart,tungro
201175.jpg,,downy_mildew,dead_heart,dead_heart
201176.jpg,,normal,dead_heart,dead_heart
201177.jpg,,normal,dead_heart,dead_heart
201178.jpg,,blast,dead_heart,tungro
201179.jpg,,tungro,dead_heart,tungro
201180.jpg,,brown_spot,dead_heart,dead_heart
201181.jpg,,hispa,normal,brown_spot
201182.jpg,,tungro,dead_heart,dead_heart
201183.jpg,,blast,dead_heart,tungro
201184.jpg,,tungro,blast,brown_spot
201185.jpg,,normal,dead_heart,tungro
201186.jpg,,downy_mildew,dead_heart,dead_heart
201187.jpg,,normal,dead_heart,tungro
201188.jpg,,dead_heart,dead_heart,tungro
201189.jpg,,brown_spot,dead_heart,dead_heart
201190.jpg,,downy_mildew,dead_heart,tungro
201191.jpg,,blast,dead_heart,tungro
201192.jpg,,tungro,dead_heart,tungro
201193.jpg,,blast,dead_heart,tungro
201194.jpg,,normal,dead_heart,tungro
201195.jpg,,normal,dead_heart,tungro
201196.jpg,,normal,dead_heart,normal
