image_id,label,label_1,label_2
200744.jpg,,blast,dead_heart
200745.jpg,,downy_mildew,dead_heart
200746.jpg,,normal,dead_heart
200747.jpg,,tungro,dead_heart
200748.jpg,,downy_mildew,dead_heart
200749.jpg,,blast,dead_heart
200750.jpg,,bacterial_leaf_blight,normal
200751.jpg,,bacterial_leaf_streak,dead_heart
200752.jpg,,bacterial_leaf_blight,dead_heart
200753.jpg,,downy_mildew,blast
200754.jpg,,brown_spot,dead_heart
200755.jpg,,bacterial_panicle_blight,dead_heart
200756.jpg,,bacterial_panicle_blight,dead_heart
200757.jpg,,normal,dead_heart
200758.jpg,,bacterial_panicle_blight,tungro
200759.jpg,,blast,dead_heart
200760.jpg,,downy_mildew,dead_heart
200761.jpg,,hispa,dead_heart
200762.jpg,,blast,dead_heart
200763.jpg,,downy_mildew,dead_heart
200764.jpg,,dead_heart,normal
200765.jpg,,hispa,dead_heart
200766.jpg,,hispa,dead_heart
200767.jpg,,blast,dead_heart
200768.jpg,,dead_heart,dead_heart
200769.jpg,,normal,dead_heart
200770.jpg,,bacterial_leaf_streak,dead_heart
200771.jpg,,bacterial_leaf_blight,dead_heart
200772.jpg,,bacterial_panicle_blight,dead_heart
200773.jpg,,bacterial_leaf_streak,dead_heart
200774.jpg,,normal,dead_heart
200775.jpg,,hispa,dead_heart
200776.jpg,,dead_heart,dead_heart
200777.jpg,,blast,blast
200778.jpg,,normal,dead_heart
200779.jpg,,normal,dead_heart
200780.jpg,,blast,blast
200781.jpg,,bacterial_leaf_streak,dead_heart
200782.jpg,,blast,dead_heart
200783.jpg,,hispa,dead_heart
200784.jpg,,blast,dead_heart
200785.jpg,,normal,dead_heart
200786.jpg,,bacterial_leaf_blight,dead_heart
200787.jpg,,tungro,dead_heart
200788.jpg,,dead_heart,dead_heart
200789.jpg,,blast,dead_heart
200790.jpg,,normal,dead_heart
200791.jpg,,normal,dead_heart
200792.jpg,,dead_heart,dead_heart
200793.jpg,,brown_spot,dead_heart
200794.jpg,,tungro,dead_heart
200795.jpg,,normal,dead_heart
200796.jpg,,normal,dead_heart
200797.jpg,,normal,dead_heart
200798.jpg,,downy_mildew,dead_heart
200799.jpg,,dead_heart,normal
200800.jpg,,bacterial_leaf_blight,dead_heart
200801.jpg,,hispa,dead_heart
200802.jpg,,blast,dead_heart
200803.jpg,,dead_heart,dead_heart
200804.jpg,,brown_spot,normal
200805.jpg,,hispa,dead_heart
200806.jpg,,tungro,dead_heart
200807.jpg,,blast,blast
200808.jpg,,dead_heart,dead_heart
200809.jpg,,downy_mildew,dead_heart
200810.jpg,,hispa,dead_heart
200811.jpg,,bacterial_panicle_blight,dead_heart
200812.jpg,,normal,dead_heart
200813.jpg,,normal,normal
200814.jpg,,normal,dead_heart
200815.jpg,,dead_heart,dead_heart
200816.jpg,,blast,dead_heart
200817.jpg,,brown_spot,blast
200818.jpg,,blast,dead_heart
200819.jpg,,brown_spot,dead_heart
200820.jpg,,brown_spot,dead_heart
200821.jpg,,normal,dead_heart
200822.jpg,,bacterial_leaf_blight,dead_heart
200823.jpg,,bacterial_panicle_blight,blast
200824.jpg,,bacterial_leaf_blight,dead_heart
200825.jpg,,tungro,blast
200826.jpg,,tungro,blast
200827.jpg,,normal,normal
200828.jpg,,normal,normal
200829.jpg,,blast,dead_heart
200830.jpg,,blast,dead_heart
200831.jpg,,bacterial_panicle_blight,normal
200832.jpg,,hispa,dead_heart
200833.jpg,,blast,blast
200834.jpg,,hispa,dead_heart
200835.jpg,,normal,dead_heart
200836.jpg,,hispa,dead_heart
200837.jpg,,brown_spot,dead_heart
200838.jpg,,tungro,dead_heart
200839.jpg,,brown_spot,dead_heart
200840.jpg,,tungro,dead_heart
200841.jpg,,downy_mildew,dead_heart
200842.jpg,,dead_heart,normal
200843.jpg,,hispa,dead_heart
200844.jpg,,tungro,dead_heart
200845.jpg,,bacterial_leaf_blight,dead_heart
200846.jpg,,tungro,dead_heart
200847.jpg,,bacterial_panicle_blight,dead_heart
200848.jpg,,normal,dead_heart
200849.jpg,,bacterial_panicle_blight,bacterial_panicle_blight
200850.jpg,,dead_heart,dead_heart
200851.jpg,,brown_spot,blast
200852.jpg,,normal,dead_heart
200853.jpg,,bacterial_panicle_blight,normal
200854.jpg,,dead_heart,dead_heart
200855.jpg,,dead_heart,normal
200856.jpg,,blast,dead_heart
200857.jpg,,blast,dead_heart
200858.jpg,,tungro,dead_heart
200859.jpg,,blast,dead_heart
200860.jpg,,normal,dead_heart
200861.jpg,,brown_spot,dead_heart
200862.jpg,,normal,dead_heart
200863.jpg,,dead_heart,dead_heart
200864.jpg,,bacterial_leaf_blight,dead_heart
200865.jpg,,tungro,dead_heart
200866.jpg,,tungro,dead_heart
200867.jpg,,tungro,dead_heart
200868.jpg,,normal,dead_heart
200869.jpg,,hispa,normal
200870.jpg,,normal,dead_heart
200871.jpg,,tungro,dead_heart
200872.jpg,,bacterial_leaf_blight,dead_heart
200873.jpg,,tungro,dead_heart
200874.jpg,,bacterial_leaf_streak,dead_heart
200875.jpg,,normal,dead_heart
200876.jpg,,brown_spot,dead_heart
200877.jpg,,tungro,dead_heart
200878.jpg,,dead_heart,dead_heart
200879.jpg,,blast,dead_heart
200880.jpg,,hispa,dead_heart
200881.jpg,,tungro,dead_heart
200882.jpg,,normal,dead_heart
200883.jpg,,dead_heart,dead_heart
200884.jpg,,brown_spot,normal
200885.jpg,,hispa,dead_heart
200886.jpg,,dead_heart,normal
200887.jpg,,dead_heart,dead_heart
200888.jpg,,brown_spot,dead_heart
200889.jpg,,downy_mildew,dead_heart
200890.jpg,,blast,dead_heart
200891.jpg,,hispa,dead_heart
200892.jpg,,normal,dead_heart
200893.jpg,,blast,dead_heart
200894.jpg,,blast,blast
200895.jpg,,dead_heart,blast
200896.jpg,,normal,dead_heart
200897.jpg,,normal,dead_heart
200898.jpg,,tungro,dead_heart
200899.jpg,,dead_heart,dead_heart
200900.jpg,,normal,dead_heart
200901.jpg,,normal,dead_heart
200902.jpg,,hispa,dead_heart
200903.jpg,,normal,dead_heart
200904.jpg,,bacterial_panicle_blight,dead_heart
200905.jpg,,hispa,dead_heart
200906.jpg,,normal,dead_heart
200907.jpg,,normal,dead_heart
200908.jpg,,dead_heart,dead_heart
200909.jpg,,brown_spot,dead_heart
200910.jpg,,dead_heart,dead_heart
200911.jpg,,downy_mildew,bacterial_leaf_streak
200912.jpg,,dead_heart,dead_heart
200913.jpg,,dead_heart,dead_heart
200914.jpg,,tungro,dead_heart
200915.jpg,,normal,dead_heart
200916.jpg,,brown_spot,dead_heart
200917.jpg,,bacterial_leaf_blight,dead_heart
200918.jpg,,tungro,dead_heart
200919.jpg,,dead_heart,dead_heart
200920.jpg,,downy_mildew,dead_heart
200921.jpg,,normal,dead_heart
200922.jpg,,blast,dead_heart
200923.jpg,,normal,dead_heart
200924.jpg,,normal,dead_heart
200925.jpg,,bacterial_leaf_streak,normal
200926.jpg,,blast,dead_heart
200927.jpg,,tungro,dead_heart
200928.jpg,,normal,dead_heart
200929.jpg,,brown_spot,dead_heart
200930.jpg,,tungro,dead_heart
200931.jpg,,dead_heart,dead_heart
200932.jpg,,dead_heart,normal
200933.jpg,,dead_heart,dead_heart
200934.jpg,,blast,blast
200935.jpg,,brown_spot,blast
200936.jpg,,blast,blast
200937.jpg,,normal,dead_heart
200938.jpg,,blast,dead_heart
200939.jpg,,blast,blast
200940.jpg,,hispa,normal
200941.jpg,,blast,blast
200942.jpg,,hispa,dead_heart
200943.jpg,,hispa,normal
200944.jpg,,dead_heart,dead_heart
200945.jpg,,dead_heart,dead_heart
200946.jpg,,downy_mildew,dead_heart
200947.jpg,,blast,dead_heart
200948.jpg,,blast,dead_heart
200949.jpg,,brown_spot,dead_heart
200950.jpg,,blast,dead_heart
200951.jpg,,hispa,dead_heart
200952.jpg,,bacterial_leaf_streak,dead_heart
200953.jpg,,brown_spot,dead_heart
200954.jpg,,hispa,dead_heart
200955.jpg,,hispa,dead_heart
200956.jpg,,brown_spot,dead_heart
200957.jpg,,hispa,hispa
200958.jpg,,tungro,dead_heart
200959.jpg,,tungro,dead_heart
200960.jpg,,dead_heart,dead_heart
200961.jpg,,blast,dead_heart
200962.jpg,,bacterial_leaf_streak,dead_heart
200963.jpg,,blast,dead_heart
200964.jpg,,blast,blast
200965.jpg,,blast,dead_heart
200966.jpg,,dead_heart,dead_heart
200967.jpg,,bacterial_leaf_streak,dead_heart
200968.jpg,,blast,blast
200969.jpg,,blast,dead_heart
200970.jpg,,bacterial_leaf_blight,dead_heart
200971.jpg,,dead_heart,dead_heart
200972.jpg,,bacterial_leaf_blight,dead_heart
200973.jpg,,bacterial_leaf_blight,dead_heart
200974.jpg,,hispa,dead_heart
200975.jpg,,tungro,dead_heart
200976.jpg,,normal,dead_heart
200977.jpg,,normal,dead_heart
200978.jpg,,bacterial_leaf_blight,dead_heart
200979.jpg,,normal,dead_heart
200980.jpg,,blast,dead_heart
200981.jpg,,bacterial_panicle_blight,dead_heart
200982.jpg,,tungro,dead_heart
200983.jpg,,bacterial_leaf_streak,normal
200984.jpg,,downy_mildew,dead_heart
200985.jpg,,hispa,dead_heart
200986.jpg,,brown_spot,dead_heart
200987.jpg,,brown_spot,dead_heart
200988.jpg,,brown_spot,dead_heart
200989.jpg,,hispa,normal
200990.jpg,,blast,dead_heart
200991.jpg,,blast,dead_heart
200992.jpg,,normal,dead_heart
200993.jpg,,tungro,dead_heart
200994.jpg,,hispa,normal
200995.jpg,,brown_spot,dead_heart
200996.jpg,,normal,normal
200997.jpg,,dead_heart,dead_heart
200998.jpg,,hispa,dead_heart
200999.jpg,,hispa,dead_heart
201000.jpg,,tungro,dead_heart
201001.jpg,,downy_mildew,normal
201002.jpg,,tungro,dead_heart
201003.jpg,,tungro,dead_heart
201004.jpg,,normal,dead_heart
201005.jpg,,bacterial_leaf_blight,normal
201006.jpg,,normal,normal
201007.jpg,,normal,dead_heart
201008.jpg,,dead_heart,normal
201009.jpg,,brown_spot,dead_heart
201010.jpg,,blast,dead_heart
201011.jpg,,normal,dead_heart
201012.jpg,,normal,dead_heart
201013.jpg,,normal,dead_heart
201014.jpg,,tungro,dead_heart
201015.jpg,,normal,dead_heart
201016.jpg,,dead_heart,dead_heart
201017.jpg,,hispa,dead_heart
201018.jpg,,downy_mildew,dead_heart
201019.jpg,,normal,normal
201020.jpg,,downy_mildew,dead_heart
201021.jpg,,hispa,normal
201022.jpg,,dead_heart,blast
201023.jpg,,tungro,dead_heart
201024.jpg,,blast,dead_heart
201025.jpg,,blast,dead_heart
201026.jpg,,downy_mildew,dead_heart
201027.jpg,,normal,normal
201028.jpg,,tungro,dead_heart
201029.jpg,,hispa,dead_heart
201030.jpg,,normal,dead_heart
201031.jpg,,bacterial_leaf_streak,blast
201032.jpg,,downy_mildew,dead_heart
201033.jpg,,normal,dead_heart
201034.jpg,,bacterial_leaf_streak,blast
201035.jpg,,tungro,dead_heart
201036.jpg,,downy_mildew,dead_heart
201037.jpg,,normal,dead_heart
201038.jpg,,hispa,dead_heart
201039.jpg,,bacterial_leaf_blight,dead_heart
201040.jpg,,brown_spot,dead_heart
201041.jpg,,dead_heart,dead_heart
201042.jpg,,blast,dead_heart
201043.jpg,,downy_mildew,dead_heart
201044.jpg,,normal,dead_heart
201045.jpg,,hispa,dead_heart
201046.jpg,,dead_heart,dead_heart
201047.jpg,,blast,bacterial_panicle_blight
201048.jpg,,hispa,dead_heart
201049.jpg,,tungro,blast
201050.jpg,,normal,dead_heart
201051.jpg,,brown_spot,dead_heart
201052.jpg,,brown_spot,dead_heart
201053.jpg,,normal,normal
201054.jpg,,tungro,dead_heart
201055.jpg,,hispa,dead_heart
201056.jpg,,hispa,dead_heart
201057.jpg,,downy_mildew,dead_heart
201058.jpg,,hispa,dead_heart
201059.jpg,,bacterial_leaf_blight,dead_heart
201060.jpg,,bacterial_leaf_blight,dead_heart
201061.jpg,,bacterial_leaf_streak,dead_heart
201062.jpg,,hispa,dead_heart
201063.jpg,,normal,dead_heart
201064.jpg,,normal,dead_heart
201065.jpg,,blast,dead_heart
201066.jpg,,dead_heart,dead_heart
201067.jpg,,normal,dead_heart
201068.jpg,,tungro,dead_heart
201069.jpg,,normal,normal
201070.jpg,,hispa,dead_heart
201071.jpg,,bacterial_panicle_blight,dead_heart
201072.jpg,,downy_mildew,dead_heart
201073.jpg,,blast,dead_heart
201074.jpg,,hispa,dead_heart
201075.jpg,,bacterial_leaf_blight,dead_heart
201076.jpg,,tungro,normal
201077.jpg,,tungro,dead_heart
201078.jpg,,downy_mildew,dead_heart
201079.jpg,,bacterial_leaf_streak,dead_heart
201080.jpg,,blast,dead_heart
201081.jpg,,brown_spot,dead_heart
201082.jpg,,hispa,dead_heart
201083.jpg,,blast,dead_heart
201084.jpg,,hispa,normal
201085.jpg,,tungro,dead_heart
201086.jpg,,dead_heart,dead_heart
201087.jpg,,dead_heart,dead_heart
201088.jpg,,blast,dead_heart
201089.jpg,,blast,dead_heart
201090.jpg,,bacterial_leaf_blight,dead_heart
201091.jpg,,normal,dead_heart
201092.jpg,,blast,blast
201093.jpg,,normal,dead_heart
201094.jpg,,blast,dead_heart
201095.jpg,,blast,dead_heart
201096.jpg,,dead_heart,dead_heart
201097.jpg,,blast,dead_heart
201098.jpg,,downy_mildew,dead_heart
201099.jpg,,brown_spot,dead_heart
201100.jpg,,tungro,dead_heart
201101.jpg,,dead_heart,dead_heart
201102.jpg,,dead_heart,dead_heart
201103.jpg,,blast,dead_heart
201104.jpg,,downy_mildew,dead_heart
201105.jpg,,bacterial_panicle_blight,dead_heart
201106.jpg,,bacterial_leaf_streak,dead_heart
201107.jpg,,bacterial_leaf_streak,dead_heart
201108.jpg,,blast,dead_heart
201109.jpg,,brown_spot,dead_heart
201110.jpg,,hispa,dead_heart
201111.jpg,,blast,blast
201112.jpg,,brown_spot,dead_heart
201113.jpg,,hispa,dead_heart
201114.jpg,,brown_spot,dead_heart
201115.jpg,,downy_mildew,dead_heart
201116.jpg,,normal,dead_heart
201117.jpg,,downy_mildew,dead_heart
201118.jpg,,blast,dead_heart
201119.jpg,,blast,dead_heart
201120.jpg,,blast,blast
201121.jpg,,bacterial_leaf_blight,dead_heart
201122.jpg,,normal,dead_heart
201123.jpg,,tungro,dead_heart
201124.jpg,,normal,dead_heart
201125.jpg,,tungro,dead_heart
201126.jpg,,bacterial_panicle_blight,dead_heart
201127.jpg,,normal,dead_heart
201128.jpg,,tungro,dead_heart
201129.jpg,,blast,dead_heart
201130.jpg,,hispa,dead_heart
201131.jpg,,brown_spot,dead_heart
201132.jpg,,brown_spot,dead_heart
201133.jpg,,hispa,dead_heart
201134.jpg,,bacterial_panicle_blight,dead_heart
201135.jpg,,blast,normal
201136.jpg,,dead_heart,dead_heart
201137.jpg,,brown_spot,dead_heart
201138.jpg,,brown_spot,blast
201139.jpg,,brown_spot,dead_heart
201140.jpg,,normal,dead_heart
201141.jpg,,brown_spot,dead_heart
201142.jpg,,normal,dead_heart
201143.jpg,,bacterial_leaf_blight,dead_heart
201144.jpg,,tungro,dead_heart
201145.jpg,,blast,dead_heart
201146.jpg,,normal,normal
201147.jpg,,bacterial_panicle_blight,dead_heart
201148.jpg,,bacterial_leaf_blight,dead_heart
201149.jpg,,tungro,dead_heart
201150.jpg,,hispa,dead_heart
201151.jpg,,blast,dead_heart
201152.jpg,,blast,dead_heart
201153.jpg,,brown_spot,dead_heart
201154.jpg,,dead_heart,dead_heart
201155.jpg,,dead_heart,normal
201156.jpg,,downy_mildew,dead_heart
201157.jpg,,blast,dead_heart
201158.jpg,,normal,dead_heart
201159.jpg,,blast,dead_heart
201160.jpg,,hispa,normal
201161.jpg,,tungro,dead_heart
201162.jpg,,normal,normal
201163.jpg,,hispa,dead_heart
201164.jpg,,blast,dead_heart
201165.jpg,,blast,dead_heart
201166.jpg,,dead_heart,normal
201167.jpg,,blast,dead_heart
201168.jpg,,tungro,dead_heart
201169.jpg,,bacterial_leaf_streak,dead_heart
201170.jpg,,normal,dead_heart
201171.jpg,,tungro,dead_heart
201172.jpg,,tungro,dead_heart
201173.jpg,,hispa,dead_heart
201174.jpg,,hispa,dead_heart
201175.jpg,,downy_mildew,dead_heart
201176.jpg,,normal,dead_heart
201177.jpg,,normal,dead_heart
201178.jpg,,blast,dead_heart
201179.jpg,,tungro,dead_heart
201180.jpg,,brown_spot,dead_heart
201181.jpg,,hispa,normal
201182.jpg,,tungro,dead_heart
201183.jpg,,blast,dead_heart
201184.jpg,,tungro,blast
201185.jpg,,normal,dead_heart
201186.jpg,,downy_mildew,dead_heart
201187.jpg,,normal,dead_heart
201188.jpg,,dead_heart,dead_heart
201189.jpg,,brown_spot,dead_heart
201190.jpg,,downy_mildew,dead_heart
201191.jpg,,blast,dead_heart
201192.jpg,,tungro,dead_heart
201193.jpg,,blast,dead_heart
201194.jpg,,normal,dead_heart
201195.jpg,,normal,dead_heart
201196.jpg,,normal,dead_heart
201197.jpg,,bacterial_leaf_streak,dead_heart
201198.jpg,,tungro,dead_heart
201199.jpg,,blast,blast
201200.jpg,,hispa,dead_heart
201201.jpg,,bacterial_panicle_blight,dead_heart
201202.jpg,,normal,dead_heart
201203.jpg,,normal,dead_heart
201204.jpg,,hispa,dead_heart
201205.jpg,,tungro,dead_heart
201206.jpg,,normal,dead_heart
201207.jpg,,dead_heart,dead_heart
201208.jpg,,normal,dead_heart
201209.jpg,,blast,blast
201210.jpg,,normal,dead_heart
201211.jpg,,bacterial_panicle_blight,brown_spot
201212.jpg,,normal,dead_heart
201213.jpg,,blast,dead_heart
201214.jpg,,downy_mildew,blast
201215.jpg,,normal,dead_heart
201216.jpg,,tungro,dead_heart
201217.jpg,,dead_heart,blast
201218.jpg,,hispa,dead_heart
201219.jpg,,dead_heart,dead_heart
201220.jpg,,dead_heart,dead_heart
201221.jpg,,brown_spot,blast
201222.jpg,,downy_mildew,normal
201223.jpg,,dead_heart,dead_heart
201224.jpg,,tungro,dead_heart
201225.jpg,,tungro,dead_heart
201226.jpg,,hispa,dead_heart
201227.jpg,,hispa,dead_heart
201228.jpg,,blast,dead_heart
201229.jpg,,tungro,dead_heart
201230.jpg,,brown_spot,dead_heart
201231.jpg,,dead_heart,dead_heart
201232.jpg,,tungro,dead_heart
201233.jpg,,dead_heart,dead_heart
201234.jpg,,hispa,dead_heart
201235.jpg,,normal,dead_heart
201236.jpg,,hispa,dead_heart
201237.jpg,,bacterial_leaf_streak,dead_heart
201238.jpg,,tungro,dead_heart
201239.jpg,,dead_heart,dead_heart
201240.jpg,,bacterial_leaf_streak,normal
201241.jpg,,tungro,dead_heart
201242.jpg,,normal,dead_heart
201243.jpg,,normal,dead_heart
201244.jpg,,normal,normal
201245.jpg,,blast,dead_heart
201246.jpg,,bacterial_leaf_blight,dead_heart
201247.jpg,,normal,dead_heart
201248.jpg,,dead_heart,dead_heart
201249.jpg,,hispa,normal
201250.jpg,,bacterial_leaf_blight,dead_heart
201251.jpg,,blast,dead_heart
201252.jpg,,hispa,dead_heart
201253.jpg,,dead_heart,dead_heart
201254.jpg,,hispa,hispa
201255.jpg,,hispa,dead_heart
201256.jpg,,tungro,blast
201257.jpg,,bacterial_leaf_blight,dead_heart
201258.jpg,,hispa,dead_heart
201259.jpg,,normal,normal
201260.jpg,,downy_mildew,blast
201261.jpg,,hispa,normal
201262.jpg,,brown_spot,dead_heart
201263.jpg,,tungro,dead_heart
201264.jpg,,blast,dead_heart
201265.jpg,,blast,dead_heart
201266.jpg,,normal,dead_heart
201267.jpg,,blast,dead_heart
201268.jpg,,tungro,dead_heart
201269.jpg,,dead_heart,dead_heart
201270.jpg,,bacterial_leaf_blight,dead_heart
201271.jpg,,blast,dead_heart
201272.jpg,,hispa,dead_heart
201273.jpg,,blast,dead_heart
201274.jpg,,blast,dead_heart
201275.jpg,,tungro,dead_heart
201276.jpg,,dead_heart,normal
201277.jpg,,dead_heart,dead_heart
201278.jpg,,dead_heart,dead_heart
201279.jpg,,brown_spot,dead_heart
201280.jpg,,hispa,dead_heart
201281.jpg,,downy_mildew,blast
201282.jpg,,dead_heart,dead_heart
201283.jpg,,dead_heart,dead_heart
201284.jpg,,downy_mildew,dead_heart
201285.jpg,,hispa,dead_heart
201286.jpg,,hispa,dead_heart
201287.jpg,,brown_spot,dead_heart
201288.jpg,,normal,dead_heart
201289.jpg,,bacterial_panicle_blight,dead_heart
201290.jpg,,dead_heart,dead_heart
201291.jpg,,tungro,dead_heart
201292.jpg,,hispa,dead_heart
201293.jpg,,dead_heart,dead_heart
201294.jpg,,normal,blast
201295.jpg,,dead_heart,dead_heart
201296.jpg,,hispa,normal
201297.jpg,,bacterial_leaf_streak,dead_heart
201298.jpg,,dead_heart,dead_heart
201299.jpg,,tungro,dead_heart
201300.jpg,,dead_heart,blast
201301.jpg,,hispa,normal
201302.jpg,,brown_spot,dead_heart
201303.jpg,,blast,dead_heart
201304.jpg,,bacterial_panicle_blight,dead_heart
201305.jpg,,hispa,normal
201306.jpg,,normal,dead_heart
201307.jpg,,blast,dead_heart
201308.jpg,,dead_heart,dead_heart
201309.jpg,,downy_mildew,blast
201310.jpg,,tungro,dead_heart
201311.jpg,,blast,dead_heart
201312.jpg,,normal,dead_heart
201313.jpg,,tungro,dead_heart
201314.jpg,,brown_spot,dead_heart
201315.jpg,,brown_spot,dead_heart
201316.jpg,,blast,dead_heart
201317.jpg,,bacterial_leaf_streak,dead_heart
201318.jpg,,blast,dead_heart
201319.jpg,,dead_heart,dead_heart
201320.jpg,,downy_mildew,dead_heart
201321.jpg,,hispa,dead_heart
201322.jpg,,hispa,dead_heart
201323.jpg,,blast,dead_heart
201324.jpg,,dead_heart,dead_heart
201325.jpg,,dead_heart,dead_heart
201326.jpg,,hispa,dead_heart
201327.jpg,,dead_heart,dead_heart
201328.jpg,,tungro,dead_heart
201329.jpg,,brown_spot,dead_heart
201330.jpg,,tungro,dead_heart
201331.jpg,,dead_heart,dead_heart
201332.jpg,,hispa,normal
201333.jpg,,brown_spot,dead_heart
201334.jpg,,downy_mildew,dead_heart
201335.jpg,,blast,dead_heart
201336.jpg,,downy_mildew,dead_heart
201337.jpg,,downy_mildew,dead_heart
201338.jpg,,hispa,dead_heart
201339.jpg,,tungro,dead_heart
201340.jpg,,blast,dead_heart
201341.jpg,,brown_spot,blast
201342.jpg,,hispa,dead_heart
201343.jpg,,hispa,dead_heart
201344.jpg,,dead_heart,dead_heart
201345.jpg,,blast,dead_heart
201346.jpg,,brown_spot,dead_heart
201347.jpg,,normal,dead_heart
201348.jpg,,hispa,dead_heart
201349.jpg,,hispa,dead_heart
201350.jpg,,tungro,dead_heart
201351.jpg,,hispa,dead_heart
201352.jpg,,hispa,dead_heart
201353.jpg,,blast,dead_heart
201354.jpg,,normal,dead_heart
201355.jpg,,bacterial_leaf_blight,normal
201356.jpg,,bacterial_panicle_blight,normal
201357.jpg,,bacterial_panicle_blight,dead_heart
201358.jpg,,brown_spot,bacterial_panicle_blight
201359.jpg,,hispa,dead_heart
201360.jpg,,normal,dead_heart
201361.jpg,,normal,blast
201362.jpg,,bacterial_leaf_streak,dead_heart
201363.jpg,,brown_spot,dead_heart
201364.jpg,,bacterial_panicle_blight,dead_heart
201365.jpg,,blast,dead_heart
201366.jpg,,dead_heart,dead_heart
201367.jpg,,blast,blast
201368.jpg,,downy_mildew,normal
201369.jpg,,downy_mildew,bacterial_panicle_blight
201370.jpg,,tungro,dead_heart
201371.jpg,,dead_heart,dead_heart
201372.jpg,,downy_mildew,dead_heart
201373.jpg,,bacterial_panicle_blight,normal
201374.jpg,,blast,dead_heart
201375.jpg,,hispa,dead_heart
201376.jpg,,blast,blast
201377.jpg,,blast,dead_heart
201378.jpg,,brown_spot,dead_heart
201379.jpg,,normal,dead_heart
201380.jpg,,normal,normal
201381.jpg,,tungro,blast
201382.jpg,,tungro,dead_heart
201383.jpg,,dead_heart,dead_heart
201384.jpg,,hispa,dead_heart
201385.jpg,,blast,dead_heart
201386.jpg,,blast,dead_heart
201387.jpg,,normal,normal
201388.jpg,,hispa,dead_heart
201389.jpg,,blast,blast
201390.jpg,,normal,normal
201391.jpg,,brown_spot,dead_heart
201392.jpg,,hispa,dead_heart
201393.jpg,,blast,dead_heart
201394.jpg,,dead_heart,dead_heart
201395.jpg,,normal,dead_heart
201396.jpg,,hispa,dead_heart
201397.jpg,,normal,dead_heart
201398.jpg,,tungro,dead_heart
201399.jpg,,bacterial_panicle_blight,dead_heart
201400.jpg,,dead_heart,dead_heart
201401.jpg,,bacterial_panicle_blight,dead_heart
201402.jpg,,brown_spot,dead_heart
201403.jpg,,blast,blast
201404.jpg,,hispa,dead_heart
201405.jpg,,bacterial_leaf_streak,normal
201406.jpg,,hispa,bacterial_leaf_streak
201407.jpg,,brown_spot,dead_heart
201408.jpg,,brown_spot,dead_heart
201409.jpg,,dead_heart,dead_heart
201410.jpg,,tungro,dead_heart
201411.jpg,,dead_heart,dead_heart
201412.jpg,,bacterial_leaf_blight,dead_heart
201413.jpg,,dead_heart,dead_heart
201414.jpg,,brown_spot,dead_heart
201415.jpg,,hispa,normal
201416.jpg,,dead_heart,dead_heart
201417.jpg,,hispa,dead_heart
201418.jpg,,dead_heart,dead_heart
201419.jpg,,blast,normal
201420.jpg,,dead_heart,dead_heart
201421.jpg,,tungro,dead_heart
201422.jpg,,tungro,dead_heart
201423.jpg,,blast,dead_heart
201424.jpg,,hispa,dead_heart
201425.jpg,,bacterial_leaf_blight,dead_heart
201426.jpg,,bacterial_leaf_streak,dead_heart
201427.jpg,,blast,blast
201428.jpg,,normal,dead_heart
201429.jpg,,hispa,dead_heart
201430.jpg,,brown_spot,dead_heart
201431.jpg,,normal,dead_heart
201432.jpg,,hispa,dead_heart
201433.jpg,,dead_heart,dead_heart
201434.jpg,,hispa,dead_heart
201435.jpg,,dead_heart,dead_heart
201436.jpg,,hispa,dead_heart
201437.jpg,,dead_heart,dead_heart
201438.jpg,,hispa,dead_heart
201439.jpg,,normal,dead_heart
201440.jpg,,brown_spot,dead_heart
201441.jpg,,dead_heart,dead_heart
201442.jpg,,normal,normal
201443.jpg,,bacterial_leaf_blight,dead_heart
201444.jpg,,hispa,dead_heart
201445.jpg,,tungro,dead_heart
201446.jpg,,hispa,dead_heart
201447.jpg,,normal,dead_heart
201448.jpg,,tungro,dead_heart
201449.jpg,,dead_heart,dead_heart
201450.jpg,,normal,dead_heart
201451.jpg,,dead_heart,dead_heart
201452.jpg,,brown_spot,dead_heart
201453.jpg,,normal,dead_heart
201454.jpg,,blast,blast
201455.jpg,,dead_heart,dead_heart
201456.jpg,,brown_spot,dead_heart
201457.jpg,,brown_spot,dead_heart
201458.jpg,,normal,dead_heart
201459.jpg,,blast,dead_heart
201460.jpg,,blast,blast
201461.jpg,,dead_heart,dead_heart
201462.jpg,,downy_mildew,dead_heart
201463.jpg,,tungro,dead_heart
201464.jpg,,dead_heart,dead_heart
201465.jpg,,hispa,dead_heart
201466.jpg,,tungro,normal
201467.jpg,,downy_mildew,dead_heart
201468.jpg,,brown_spot,dead_heart
201469.jpg,,blast,blast
201470.jpg,,blast,blast
201471.jpg,,bacterial_leaf_streak,dead_heart
201472.jpg,,normal,normal
201473.jpg,,blast,dead_heart
201474.jpg,,hispa,dead_heart
201475.jpg,,hispa,blast
201476.jpg,,dead_heart,dead_heart
201477.jpg,,tungro,dead_heart
201478.jpg,,dead_heart,dead_heart
201479.jpg,,dead_heart,dead_heart
201480.jpg,,blast,dead_heart
201481.jpg,,bacterial_leaf_streak,dead_heart
201482.jpg,,blast,dead_heart
201483.jpg,,downy_mildew,normal
201484.jpg,,dead_heart,dead_heart
201485.jpg,,dead_heart,normal
201486.jpg,,tungro,dead_heart
